feature_0,feature_1,feature_2,feature_3,label
0.9186206896551724,0.9815157116451017,0.9712389380530975,0.9974999999999998,0.0
0.9186206896551724,0.9815157116451017,0.9734513274336285,0.9949999999999999,0.0
0.9186206896551724,0.9833641404805915,0.9756637168141591,0.9949999999999999,0.0
0.9186206896551724,0.9815157116451017,0.9734513274336285,0.9949999999999999,0.0
0.9186206896551724,0.9833641404805915,0.9756637168141591,0.9974999999999998,0.0
0.9199999999999998,0.9833641404805915,0.9756637168141591,0.9949999999999999,0.0
0.9186206896551724,0.9870609981515712,0.9778761061946901,0.9949999999999999,0.0
0.9199999999999998,0.9852125693160814,0.9756637168141591,0.9974999999999998,0.0
0.9213793103448275,0.9889094269870609,0.9800884955752212,0.9949999999999999,0.0
0.9213793103448275,0.9870609981515712,0.9778761061946901,0.9974999999999998,0.0
0.9213793103448275,0.9889094269870609,0.9756637168141591,0.9949999999999999,0.0
0.9213793103448275,0.9889094269870609,0.9778761061946901,0.9949999999999999,0.0
0.9199999999999998,0.9870609981515712,0.9778761061946901,0.9924999999999999,0.0
0.9186206896551724,0.9889094269870609,0.9778761061946901,0.9974999999999998,0.0
0.9199999999999998,0.9889094269870609,0.9778761061946901,0.9949999999999999,0.0
0.9186206896551724,0.9907578558225507,0.9778761061946901,0.9949999999999999,0.0
0.9199999999999998,0.9907578558225507,0.9778761061946901,0.9949999999999999,0.0
0.9199999999999998,0.9926062846580406,0.9778761061946901,0.9949999999999999,0.0
0.9213793103448275,0.9926062846580406,0.9778761061946901,0.9974999999999998,0.0
0.9227586206896551,0.9926062846580406,0.9800884955752212,0.9949999999999999,0.0
0.9227586206896551,0.9907578558225507,0.9778761061946901,0.9949999999999999,0.0
0.9241379310344827,0.9926062846580406,0.9800884955752212,0.9949999999999999,0.0
0.9227586206896551,0.9926062846580406,0.9800884955752212,0.9974999999999998,0.0
0.9213793103448275,0.9944547134935304,0.9800884955752212,0.9949999999999999,0.0
0.9199999999999998,0.9926062846580406,0.9800884955752212,0.9949999999999999,0.0
0.9213793103448275,0.9944547134935304,0.9800884955752212,0.9924999999999999,0.0
0.9213793103448275,0.9944547134935304,0.9800884955752212,0.9924999999999999,0.0
0.9199999999999998,0.9944547134935304,0.9800884955752212,0.9949999999999999,0.0
0.9199999999999998,0.9926062846580406,0.9800884955752212,0.9949999999999999,0.0
0.9213793103448275,0.9944547134935304,0.9800884955752212,0.9949999999999999,0.0
0.9199999999999998,0.9944547134935304,0.9823008849557522,0.9949999999999999,0.0
0.9199999999999998,0.9926062846580406,0.9823008849557522,0.9949999999999999,0.0
0.9199999999999998,0.9944547134935304,0.9800884955752212,0.9949999999999999,0.0
0.9199999999999998,0.9926062846580406,0.9823008849557522,0.9949999999999999,0.0
0.9213793103448275,0.9944547134935304,0.9823008849557522,0.9949999999999999,0.0
0.9227586206896551,0.9926062846580406,0.9823008849557522,0.9974999999999998,0.0
0.9227586206896551,0.9944547134935304,0.9823008849557522,0.9949999999999999,0.0
0.9241379310344827,0.9944547134935304,0.9823008849557522,0.9974999999999998,0.0
0.9227586206896551,0.9963031423290203,0.9845132743362832,0.9924999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9823008849557522,0.9974999999999998,0.0
0.9227586206896551,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9845132743362832,0.9974999999999998,0.0
0.9227586206896551,0.9963031423290203,0.9823008849557522,0.9974999999999998,0.0
0.9241379310344827,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9213793103448275,0.9963031423290203,0.9867256637168142,0.9949999999999999,0.0
0.9213793103448275,0.9963031423290203,0.9867256637168142,0.9949999999999999,0.0
0.9227586206896551,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9213793103448275,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9213793103448275,0.9944547134935304,0.9845132743362832,0.9924999999999999,0.0
0.9227586206896551,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9213793103448275,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9213793103448275,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9213793103448275,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9944547134935304,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9227586206896551,0.9981515711645101,0.9845132743362832,0.9949999999999999,0.0
0.9241379310344827,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9241379310344827,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9241379310344827,0.9963031423290203,0.9867256637168142,0.9949999999999999,0.0
0.9241379310344827,0.9981515711645101,0.9845132743362832,0.9949999999999999,0.0
0.9241379310344827,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9241379310344827,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9255172413793104,0.9963031423290203,0.9867256637168142,0.9949999999999999,0.0
0.9255172413793104,0.9963031423290203,0.9845132743362832,0.9949999999999999,0.0
0.9255172413793104,0.9963031423290203,0.9867256637168142,0.9949999999999999,0.0
0.9255172413793104,0.9981515711645101,0.9867256637168142,0.9949999999999999,0.0
0.9255172413793104,0.9981515711645101,0.9867256637168142,0.9949999999999999,0.0
0.9255172413793104,0.9981515711645101,0.9867256637168142,0.9974999999999998,0.0
0.9268965517241378,0.9963031423290203,0.9889380530973453,0.9949999999999999,0.0
0.9268965517241378,0.9963031423290203,0.9889380530973453,0.9949999999999999,0.0
0.9268965517241378,0.9981515711645101,0.9867256637168142,0.9949999999999999,0.0
0.9268965517241378,0.9981515711645101,0.9867256637168142,0.9949999999999999,0.0
0.9268965517241378,0.9963031423290203,0.9889380530973453,0.9974999999999998,0.0
0.9268965517241378,0.9981515711645101,0.9867256637168142,0.9949999999999999,0.0
0.9268965517241378,0.9963031423290203,0.9867256637168142,0.9949999999999999,0.0
0.9268965517241378,0.9981515711645101,0.9889380530973453,0.9949999999999999,0.0
0.9268965517241378,0.9963031423290203,0.9867256637168142,0.9949999999999999,0.0
0.9282758620689654,0.9981515711645101,0.9889380530973453,0.9949999999999999,0.0
0.9268965517241378,0.9963031423290203,0.9911504424778759,0.9949999999999999,0.0
0.9282758620689654,0.9981515711645101,0.9911504424778759,0.9949999999999999,0.0
0.9268965517241378,0.9981515711645101,0.9889380530973453,0.9949999999999999,0.0
0.9268965517241378,0.9981515711645101,0.9889380530973453,0.9974999999999998,0.0
0.9282758620689654,0.9963031423290203,0.9911504424778759,0.9949999999999999,0.0
0.9282758620689654,0.9963031423290203,0.9889380530973453,0.9949999999999999,0.0
0.9282758620689654,0.9981515711645101,0.9911504424778759,0.9949999999999999,0.0
0.9282758620689654,0.9963031423290203,0.9911504424778759,0.9949999999999999,0.0
